Statistical profiling result from ccl-v8.log, (5206 ticks, 16 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1   50.0%        LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/sdam/monitor.js:258:64
      1  100.0%          LazyCompile: ~callback /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/connection/connect.js:71:28
      1  100.0%            LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/connection/connect.js:99:64
      2    7.4%      Eval: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mime/mime.js:1:1
      2  100.0%        LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1017:37
      2  100.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1072:37
      2  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:916:33
      1    3.7%      LazyCompile: ~writeOrBuffer internal/streams/writable.js:334:23
      1  100.0%        LazyCompile: ~Writable.write internal/streams/writable.js:258:36
      1  100.0%          LazyCompile: ~ondata internal/streams/readable.js:717:18
      1  100.0%            LazyCompile: ~emit events.js:264:44
      1    3.7%      LazyCompile: ~wrapper /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/internal/wrapHelper.js:12:33
      1  100.0%        Eval: ~<anonymous> :1:20
      1  100.0%          LazyCompile: ~main /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/runtime.js:207:18
      1  100.0%            LazyCompile: ~ret /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/runtime.js:188:15
      1    3.7%      LazyCompile: ~renderView /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      1  100.0%        t __ZN2v88internal12_GLOBAL__N_132InsertCodeIntoOptimizedCodeCacheEPNS0_24OptimizedCompilationInfoE
      1    3.7%      LazyCompile: ~readFileAfterStat fs.js:285:27
      1    3.7%      LazyCompile: ~pipe /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/send/index.js:510:43
      1  100.0%        LazyCompile: ~serveStatic /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/serve-static/index.js:72:31
      1  100.0%          LazyCompile: ~handle /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            LazyCompile: ~trim_prefix /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/router/index.js:288:23
      1    3.7%      LazyCompile: ~parsersCb _http_common.js:168:65
      1  100.0%        LazyCompile: ~alloc internal/freelist.js:15:8
      1  100.0%          LazyCompile: ~connectionListenerInternal _http_server.js:418:36
      1  100.0%            LazyCompile: ~defaultTriggerAsyncIdScope internal/async_hooks.js:421:36
      1    3.7%      LazyCompile: ~parse url.js:159:37
      1  100.0%        LazyCompile: ~urlParse url.js:151:18
      1  100.0%          LazyCompile: ~OAuth2Strategy /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/passport-oauth2/lib/strategy.js:76:24
      1  100.0%            LazyCompile: ~Strategy /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/passport-facebook/lib/strategy.js:48:18
      1    3.7%      LazyCompile: ~onStreamRead internal/stream_base_commons.js:165:22
      1    3.7%      LazyCompile: ~executeUserEntryPoint internal/modules/run_main.js:65:31
      1  100.0%        Eval: ~<anonymous> internal/main/run_main_module.js:1:1
      1    3.7%      LazyCompile: ~clearTimeout timers.js:171:22
      1  100.0%        LazyCompile: ~setStreamTimeout internal/stream_base_commons.js:243:26
      1  100.0%          LazyCompile: ~connectHandler /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/core/connection/connect.js:314:26
      1  100.0%            LazyCompile: ~onceWrapper events.js:416:21
      1    3.7%      LazyCompile: ~_setClient /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongoose/lib/connection.js:881:20
      1  100.0%        LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongoose/lib/connection.js:835:20
      1  100.0%          LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/utils.js:685:14
      1  100.0%            LazyCompile: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongodb/lib/mongo_client.js:256:53
      1    3.7%      LazyCompile: ~WritableState internal/streams/writable.js:67:23
      1  100.0%        LazyCompile: ~Writable internal/streams/writable.js:218:18
      1  100.0%          LazyCompile: ~Duplex internal/streams/duplex.js:52:16
      1  100.0%            LazyCompile: ~Socket net.js:268:16
      1    3.7%      LazyCompile: ~Server.listen net.js:1398:35
      1  100.0%        LazyCompile: ~listen /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/application.js:616:29
      1  100.0%          Eval: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/index.js:1:1
      1  100.0%            LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1017:37
      1    3.7%      LazyCompile: ~Program /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:113:28
      1  100.0%        LazyCompile: ~accept /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:101:26
      1  100.0%          LazyCompile: ~compile /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:63:28
      1  100.0%            LazyCompile: ~compileInput /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      1    3.7%      LazyCompile: ~Mongoose.model /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/mongoose/lib/index.js:480:36
      1  100.0%        Eval: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/db/model.js:1:1
      1  100.0%          LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1017:37
      1  100.0%            LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1072:37
      1    3.7%      LazyCompile: *realpathSync fs.js:1650:22
      1  100.0%        LazyCompile: ~toRealPath internal/modules/cjs/loader.js:343:20
      1  100.0%          LazyCompile: ~tryFile internal/modules/cjs/loader.js:334:17
      1  100.0%            LazyCompile: ~tryExtensions internal/modules/cjs/loader.js:350:23
      1    3.7%      LazyCompile: *processTicksAndRejections internal/process/task_queues.js:65:35
      1    3.7%      Eval: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/log4js/lib/levels.js:1:1
      1  100.0%        LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1017:37
      1  100.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1072:37
      1  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:916:33
      1    3.7%      Eval: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/express/lib/utils.js:1:1
      1  100.0%        LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1017:37
      1  100.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1072:37
      1  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:916:33
      1    3.7%      Eval: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/index.js:1:1
      1  100.0%        LazyCompile: ~Module._compile internal/modules/cjs/loader.js:1017:37
      1  100.0%          LazyCompile: ~Module._extensions..js internal/modules/cjs/loader.js:1072:37
      1  100.0%            LazyCompile: ~Module.load internal/modules/cjs/loader.js:916:33
      1    1.8%    T __ZN2v88internal27Builtin_FunctionConstructorEiPmPNS0_7IsolateE
      1  100.0%      LazyCompile: ~generateHolderClass /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/bluebird/js/release/join.js:28:39
      1  100.0%        LazyCompile: ~module.exports /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/bluebird/js/release/join.js:3:9
      1  100.0%          LazyCompile: ~module.exports /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/bluebird/js/release/promise.js:2:26
      1  100.0%            Eval: ~<anonymous> /Users/shalema/Documents/Coding/Coderhouse/Desafio24/node_modules/bluebird/js/release/bluebird.js:1:1

